#    eta               f             df/deta       d2f/deta^2       d3f/deta^3            v Rex
# -0.10000000E+00    # beta 
 0.15120001E+01  0.27694487E+00  0.37998938E+00  0.27176135E+00  0.49037599E-02  0.14879955E+00
 0.15180001E+01  0.27922945E+00  0.38162003E+00  0.27178975E+00  0.45451962E-02  0.15003489E+00
 0.15240001E+01  0.28152382E+00  0.38325084E+00  0.27181600E+00  0.41853339E-02  0.15127525E+00
 0.15300001E+01  0.28382797E+00  0.38488181E+00  0.27184008E+00  0.38241810E-02  0.15252061E+00
 0.15360001E+01  0.28614191E+00  0.38651291E+00  0.27186199E+00  0.34617456E-02  0.15377098E+00
 0.15420001E+01  0.28846564E+00  0.38814414E+00  0.27188173E+00  0.30980361E-02  0.15502633E+00
 0.15480001E+01  0.29079915E+00  0.38977548E+00  0.27189928E+00  0.27330607E-02  0.15628666E+00
 0.15540001E+01  0.29314246E+00  0.39140692E+00  0.27191463E+00  0.23668280E-02  0.15755197E+00
 0.15600001E+01  0.29549555E+00  0.39303845E+00  0.27192779E+00  0.19993464E-02  0.15882223E+00
 0.15660001E+01  0.29785843E+00  0.39467005E+00  0.27193873E+00  0.16306246E-02  0.16009745E+00
 0.15720001E+01  0.30023110E+00  0.39630171E+00  0.27194746E+00  0.12606714E-02  0.16137761E+00
 0.15780001E+01  0.30261356E+00  0.39793341E+00  0.27195397E+00  0.88949576E-03  0.16266270E+00
 0.15840001E+01  0.30500581E+00  0.39956515E+00  0.27195825E+00  0.51710659E-03  0.16395271E+00
 0.15900001E+01  0.30740785E+00  0.40119691E+00  0.27196028E+00  0.14351301E-03  0.16524763E+00
 0.15960001E+01  0.30981968E+00  0.40282867E+00  0.27196008E+00 -0.23127576E-03  0.16654745E+00
 0.16020001E+01  0.31224131E+00  0.40446042E+00  0.27195762E+00 -0.60725042E-03  0.16785216E+00
 0.16080001E+01  0.31467272E+00  0.40609216E+00  0.27195290E+00 -0.98440154E-03  0.16916175E+00
 0.16140001E+01  0.31711392E+00  0.40772386E+00  0.27194592E+00 -0.13627196E-02  0.17047621E+00
 0.16200001E+01  0.31956492E+00  0.40935551E+00  0.27193666E+00 -0.17421949E-02  0.17179552E+00
 0.16260001E+01  0.32202570E+00  0.41098709E+00  0.27192512E+00 -0.21228177E-02  0.17311967E+00
 0.16320001E+01  0.32449627E+00  0.41261861E+00  0.27191130E+00 -0.25045783E-02  0.17444866E+00
 0.16380001E+01  0.32697663E+00  0.41425003E+00  0.27189518E+00 -0.28874665E-02  0.17578247E+00
 0.16440001E+01  0.32946678E+00  0.41588135E+00  0.27187676E+00 -0.32714723E-02  0.17712109E+00
 0.16500001E+01  0.33196672E+00  0.41751255E+00  0.27185604E+00 -0.36565857E-02  0.17846451E+00
 0.16560001E+01  0.33447644E+00  0.41914362E+00  0.27183300E+00 -0.40427962E-02  0.17981272E+00
 0.16620001E+01  0.33699595E+00  0.42077455E+00  0.27180764E+00 -0.44300934E-02  0.18116569E+00
 0.16680001E+01  0.33952525E+00  0.42240532E+00  0.27177995E+00 -0.48184670E-02  0.18252343E+00
 0.16740001E+01  0.34206433E+00  0.42403592E+00  0.27174993E+00 -0.52079062E-02  0.18388591E+00
 0.16800001E+01  0.34461319E+00  0.42566632E+00  0.27171757E+00 -0.55984003E-02  0.18525313E+00
 0.16860001E+01  0.34717184E+00  0.42729653E+00  0.27168286E+00 -0.59899386E-02  0.18662508E+00
 0.16920001E+01  0.34974026E+00  0.42892652E+00  0.27164581E+00 -0.63825101E-02  0.18800173E+00
 0.16980001E+01  0.35231846E+00  0.43055629E+00  0.27160639E+00 -0.67761038E-02  0.18938307E+00
 0.17040001E+01  0.35490645E+00  0.43218581E+00  0.27156461E+00 -0.71707084E-02  0.19076910E+00
 0.17100001E+01  0.35750421E+00  0.43381507E+00  0.27152046E+00 -0.75663129E-02  0.19215980E+00
 0.17160001E+01  0.36011174E+00  0.43544406E+00  0.27147393E+00 -0.79629058E-02  0.19355515E+00
 0.17220001E+01  0.36272905E+00  0.43707277E+00  0.27142502E+00 -0.83604756E-02  0.19495515E+00
 0.17280001E+01  0.36535612E+00  0.43870117E+00  0.27137372E+00 -0.87590109E-02  0.19635977E+00
 0.17340001E+01  0.36799297E+00  0.44032926E+00  0.27132003E+00 -0.91584999E-02  0.19776901E+00
 0.17400001E+01  0.37063959E+00  0.44195703E+00  0.27126394E+00 -0.95589308E-02  0.19918284E+00
 0.17460001E+01  0.37329597E+00  0.44358444E+00  0.27120544E+00 -0.99602919E-02  0.20060126E+00
 0.17520001E+01  0.37596211E+00  0.44521150E+00  0.27114453E+00 -0.10362571E-01  0.20202424E+00
 0.17580001E+01  0.37863802E+00  0.44683819E+00  0.27108121E+00 -0.10765756E-01  0.20345178E+00
 0.17640001E+01  0.38132368E+00  0.44846449E+00  0.27101546E+00 -0.11169835E-01  0.20488386E+00
 0.17700001E+01  0.38401910E+00  0.45009039E+00  0.27094729E+00 -0.11574796E-01  0.20632047E+00
 0.17760001E+01  0.38672428E+00  0.45171588E+00  0.27087669E+00 -0.11980625E-01  0.20776158E+00
 0.17820001E+01  0.38943920E+00  0.45334093E+00  0.27080364E+00 -0.12387312E-01  0.20920719E+00
 0.17880001E+01  0.39216388E+00  0.45496554E+00  0.27072816E+00 -0.12794842E-01  0.21065727E+00
 0.17940001E+01  0.39489830E+00  0.45658969E+00  0.27065023E+00 -0.13203204E-01  0.21211182E+00
 0.18000001E+01  0.39764247E+00  0.45821336E+00  0.27056984E+00 -0.13612385E-01  0.21357081E+00
 0.18060001E+01  0.40039637E+00  0.45983654E+00  0.27048700E+00 -0.14022371E-01  0.21503423E+00
 0.18120001E+01  0.40316002E+00  0.46145922E+00  0.27040169E+00 -0.14433149E-01  0.21650207E+00
 0.18180001E+01  0.40593340E+00  0.46308139E+00  0.27031392E+00 -0.14844708E-01  0.21797430E+00
 0.18240001E+01  0.40871651E+00  0.46470301E+00  0.27022368E+00 -0.15257032E-01  0.21945091E+00
 0.18300001E+01  0.41150935E+00  0.46632409E+00  0.27013096E+00 -0.15670110E-01  0.22093189E+00
 0.18360001E+01  0.41431191E+00  0.46794461E+00  0.27003576E+00 -0.16083927E-01  0.22241722E+00
 0.18420001E+01  0.41712420E+00  0.46956455E+00  0.26993808E+00 -0.16498471E-01  0.22390687E+00
 0.18480001E+01  0.41994620E+00  0.47118389E+00  0.26983790E+00 -0.16913727E-01  0.22540084E+00
 0.18540001E+01  0.42277792E+00  0.47280263E+00  0.26973523E+00 -0.17329682E-01  0.22689910E+00
 0.18600001E+01  0.42561934E+00  0.47442074E+00  0.26963007E+00 -0.17746322E-01  0.22840164E+00
 0.18660001E+01  0.42847048E+00  0.47603821E+00  0.26952240E+00 -0.18163634E-01  0.22990844E+00
 0.18720001E+01  0.43133132E+00  0.47765504E+00  0.26941223E+00 -0.18581602E-01  0.23141948E+00
 0.18780001E+01  0.43420185E+00  0.47927119E+00  0.26929955E+00 -0.19000214E-01  0.23293474E+00
 0.18840001E+01  0.43708208E+00  0.48088666E+00  0.26918435E+00 -0.19419455E-01  0.23445421E+00
 0.18900001E+01  0.43997201E+00  0.48250143E+00  0.26906664E+00 -0.19839310E-01  0.23597787E+00
 0.18960001E+01  0.44287162E+00  0.48411549E+00  0.26894640E+00 -0.20259766E-01  0.23750570E+00
 0.19020001E+01  0.44578091E+00  0.48572882E+00  0.26882365E+00 -0.20680808E-01  0.23903768E+00
 0.19080001E+01  0.44869988E+00  0.48734141E+00  0.26869836E+00 -0.21102422E-01  0.24057379E+00
 0.19140001E+01  0.45162852E+00  0.48895323E+00  0.26857054E+00 -0.21524592E-01  0.24211401E+00
 0.19200001E+01  0.45456683E+00  0.49056429E+00  0.26844019E+00 -0.21947304E-01  0.24365832E+00
 0.19260001E+01  0.45751481E+00  0.49217455E+00  0.26830730E+00 -0.22370544E-01  0.24520671E+00
 0.19320001E+01  0.46047244E+00  0.49378401E+00  0.26817187E+00 -0.22794295E-01  0.24675916E+00
 0.19380001E+01  0.46343973E+00  0.49539265E+00  0.26803390E+00 -0.23218545E-01  0.24831563E+00
 0.19440001E+01  0.46641667E+00  0.49700045E+00  0.26789337E+00 -0.23643276E-01  0.24987613E+00
 0.19500001E+01  0.46940325E+00  0.49860741E+00  0.26775030E+00 -0.24068475E-01  0.25144062E+00
 0.19560001E+01  0.47239947E+00  0.50021350E+00  0.26760468E+00 -0.24494126E-01  0.25300908E+00
 0.19620001E+01  0.47540533E+00  0.50181870E+00  0.26745650E+00 -0.24920213E-01  0.25458151E+00
 0.19680001E+01  0.47842082E+00  0.50342301E+00  0.26730576E+00 -0.25346721E-01  0.25615786E+00
 0.19740001E+01  0.48144592E+00  0.50502641E+00  0.26715247E+00 -0.25773635E-01  0.25773813E+00
 0.19800001E+01  0.48448065E+00  0.50662888E+00  0.26699661E+00 -0.26200939E-01  0.25932229E+00
 0.19860001E+01  0.48752499E+00  0.50823041E+00  0.26683818E+00 -0.26628618E-01  0.26091033E+00
 0.19920001E+01  0.49057893E+00  0.50983099E+00  0.26667719E+00 -0.27056655E-01  0.26250222E+00
 0.19980001E+01  0.49364248E+00  0.51143058E+00  0.26651363E+00 -0.27485035E-01  0.26409794E+00
 0.20040001E+01  0.49671562E+00  0.51302919E+00  0.26634750E+00 -0.27913742E-01  0.26569747E+00
 0.20100001E+01  0.49979835E+00  0.51462680E+00  0.26617879E+00 -0.28342760E-01  0.26730078E+00
 0.20160001E+01  0.50289066E+00  0.51622338E+00  0.26600751E+00 -0.28772073E-01  0.26890787E+00
 0.20220001E+01  0.50599255E+00  0.51781894E+00  0.26583366E+00 -0.29201664E-01  0.27051870E+00
 0.20280001E+01  0.50910401E+00  0.51941344E+00  0.26565722E+00 -0.29631518E-01  0.27213325E+00
 0.20340001E+01  0.51222503E+00  0.52100687E+00  0.26547821E+00 -0.30061618E-01  0.27375150E+00
 0.20400001E+01  0.51535561E+00  0.52259922E+00  0.26529661E+00 -0.30491948E-01  0.27537343E+00
 0.20460001E+01  0.51849574E+00  0.52419048E+00  0.26511243E+00 -0.30922492E-01  0.27699902E+00
 0.20520001E+01  0.52164542E+00  0.52578062E+00  0.26492567E+00 -0.31353232E-01  0.27862824E+00
 0.20580001E+01  0.52480463E+00  0.52736964E+00  0.26473632E+00 -0.31784153E-01  0.28026107E+00
 0.20640001E+01  0.52797337E+00  0.52895751E+00  0.26454439E+00 -0.32215237E-01  0.28189749E+00
 0.20700001E+01  0.53115164E+00  0.53054422E+00  0.26434987E+00 -0.32646469E-01  0.28353748E+00
 0.20760001E+01  0.53433943E+00  0.53212976E+00  0.26415276E+00 -0.33077830E-01  0.28518101E+00
 0.20820001E+01  0.53753672E+00  0.53371411E+00  0.26395306E+00 -0.33509305E-01  0.28682806E+00
 0.20880001E+01  0.54074352E+00  0.53529726E+00  0.26375078E+00 -0.33940876E-01  0.28847860E+00
 0.20940001E+01  0.54395981E+00  0.53687918E+00  0.26354590E+00 -0.34372526E-01  0.29013262E+00
 0.21000001E+01  0.54718559E+00  0.53845986E+00  0.26333844E+00 -0.34804239E-01  0.29179009E+00
 0.21060001E+01  0.55042085E+00  0.54003930E+00  0.26312838E+00 -0.35235996E-01  0.29345098E+00
 0.21120001E+01  0.55366559E+00  0.54161746E+00  0.26291573E+00 -0.35667782E-01  0.29511527E+00
 0.21180001E+01  0.55691979E+00  0.54319434E+00  0.26270050E+00 -0.36099578E-01  0.29678295E+00
 0.21240001E+01  0.56018344E+00  0.54476993E+00  0.26248267E+00 -0.36531368E-01  0.29845397E+00
 0.21300001E+01  0.56345655E+00  0.54634420E+00  0.26226225E+00 -0.36963134E-01  0.30012832E+00
 0.21360001E+01  0.56673910E+00  0.54791714E+00  0.26203924E+00 -0.37394858E-01  0.30180598E+00
 0.21420001E+01  0.57003108E+00  0.54948873E+00  0.26181364E+00 -0.37826524E-01  0.30348692E+00
 0.21480001E+01  0.57333249E+00  0.55105896E+00  0.26158545E+00 -0.38258113E-01  0.30517111E+00
 0.21540001E+01  0.57664332E+00  0.55262782E+00  0.26135467E+00 -0.38689608E-01  0.30685853E+00
 0.21600001E+01  0.57996355E+00  0.55419528E+00  0.26112131E+00 -0.39120991E-01  0.30854916E+00
 0.21660001E+01  0.58329319E+00  0.55576134E+00  0.26088535E+00 -0.39552245E-01  0.31024297E+00
 0.21720001E+01  0.58663222E+00  0.55732597E+00  0.26064681E+00 -0.39983352E-01  0.31193993E+00
 0.21780001E+01  0.58998063E+00  0.55888917E+00  0.26040568E+00 -0.40414294E-01  0.31364002E+00
 0.21840001E+01  0.59333841E+00  0.56045091E+00  0.26016197E+00 -0.40845053E-01  0.31534322E+00
 0.21900001E+01  0.59670557E+00  0.56201118E+00  0.25991567E+00 -0.41275612E-01  0.31704949E+00
 0.21960001E+01  0.60008208E+00  0.56356997E+00  0.25966679E+00 -0.41705951E-01  0.31875881E+00
 0.22020001E+01  0.60346794E+00  0.56512725E+00  0.25941533E+00 -0.42136054E-01  0.32047117E+00
 0.22080001E+01  0.60686314E+00  0.56668302E+00  0.25916129E+00 -0.42565903E-01  0.32218652E+00
 0.22140001E+01  0.61026766E+00  0.56823726E+00  0.25890467E+00 -0.42995478E-01  0.32390484E+00
 0.22200001E+01  0.61368151E+00  0.56978995E+00  0.25864547E+00 -0.43424763E-01  0.32562612E+00
 0.22260001E+01  0.61710468E+00  0.57134108E+00  0.25838370E+00 -0.43853739E-01  0.32735031E+00
 0.22320001E+01  0.62053714E+00  0.57289063E+00  0.25811935E+00 -0.44282387E-01  0.32907740E+00
 0.22380001E+01  0.62397890E+00  0.57443859E+00  0.25785244E+00 -0.44710690E-01  0.33080736E+00
 0.22440001E+01  0.62742993E+00  0.57598493E+00  0.25758296E+00 -0.45138629E-01  0.33254016E+00
 0.22500001E+01  0.63089025E+00  0.57752966E+00  0.25731091E+00 -0.45566186E-01  0.33427577E+00
 0.22560001E+01  0.63435982E+00  0.57907274E+00  0.25703629E+00 -0.45993343E-01  0.33601417E+00
 0.22620001E+01  0.63783866E+00  0.58061417E+00  0.25675911E+00 -0.46420081E-01  0.33775533E+00
 0.22680001E+01  0.64132673E+00  0.58215393E+00  0.25647938E+00 -0.46846381E-01  0.33949922E+00
 0.22740001E+01  0.64482404E+00  0.58369200E+00  0.25619709E+00 -0.47272226E-01  0.34124582E+00
 0.22800001E+01  0.64833057E+00  0.58522837E+00  0.25591224E+00 -0.47697597E-01  0.34299509E+00
 0.22860001E+01  0.65184631E+00  0.58676303E+00  0.25562484E+00 -0.48122475E-01  0.34474702E+00
 0.22920001E+01  0.65537126E+00  0.58829595E+00  0.25533490E+00 -0.48546842E-01  0.34650156E+00
 0.22980001E+01  0.65890540E+00  0.58982713E+00  0.25504241E+00 -0.48970679E-01  0.34825871E+00
 0.23040001E+01  0.66244873E+00  0.59135655E+00  0.25474738E+00 -0.49393968E-01  0.35001841E+00
 0.23100001E+01  0.66600122E+00  0.59288418E+00  0.25444981E+00 -0.49816690E-01  0.35178066E+00
 0.23160001E+01  0.66956287E+00  0.59441003E+00  0.25414971E+00 -0.50238827E-01  0.35354541E+00
 0.23220001E+01  0.67313368E+00  0.59593407E+00  0.25384707E+00 -0.50660359E-01  0.35531264E+00
 0.23280001E+01  0.67671362E+00  0.59745628E+00  0.25354191E+00 -0.51081269E-01  0.35708233E+00
 0.23340001E+01  0.68030270E+00  0.59897666E+00  0.25323422E+00 -0.51501537E-01  0.35885444E+00
 0.23400001E+01  0.68390088E+00  0.60049518E+00  0.25292402E+00 -0.51921146E-01  0.36062895E+00
 0.23460001E+01  0.68750818E+00  0.60201183E+00  0.25261130E+00 -0.52340075E-01  0.36240582E+00
 0.23520001E+01  0.69112457E+00  0.60352660E+00  0.25229606E+00 -0.52758307E-01  0.36418504E+00
 0.23580001E+01  0.69475004E+00  0.60503948E+00  0.25197832E+00 -0.53175823E-01  0.36596656E+00
 0.23640001E+01  0.69838458E+00  0.60655043E+00  0.25165808E+00 -0.53592604E-01  0.36775036E+00
 0.23700001E+01  0.70202819E+00  0.60805946E+00  0.25133534E+00 -0.54008631E-01  0.36953641E+00
 0.23760001E+01  0.70568084E+00  0.60956655E+00  0.25101010E+00 -0.54423885E-01  0.37132468E+00
 0.23820001E+01  0.70934253E+00  0.61107168E+00  0.25068238E+00 -0.54838349E-01  0.37311514E+00
 0.23880001E+01  0.71301325E+00  0.61257483E+00  0.25035217E+00 -0.55252003E-01  0.37490776E+00
 0.23940001E+01  0.71669298E+00  0.61407600E+00  0.25001948E+00 -0.55664828E-01  0.37670252E+00
 0.24000001E+01  0.72038171E+00  0.61557516E+00  0.24968432E+00 -0.56076806E-01  0.37849938E+00
 0.24060001E+01  0.72407942E+00  0.61707231E+00  0.24934668E+00 -0.56487918E-01  0.38029831E+00
 0.24120001E+01  0.72778612E+00  0.61856742E+00  0.24900659E+00 -0.56898144E-01  0.38209928E+00
 0.24180001E+01  0.73150178E+00  0.62006048E+00  0.24866403E+00 -0.57307468E-01  0.38390227E+00
 0.24240001E+01  0.73522640E+00  0.62155149E+00  0.24831902E+00 -0.57715869E-01  0.38570724E+00
 0.24300001E+01  0.73895995E+00  0.62304041E+00  0.24797156E+00 -0.58123329E-01  0.38751416E+00
 0.24360001E+01  0.74270243E+00  0.62452724E+00  0.24762167E+00 -0.58529829E-01  0.38932301E+00
 0.24420001E+01  0.74645383E+00  0.62601197E+00  0.24726933E+00 -0.58935351E-01  0.39113374E+00
 0.24480001E+01  0.75021412E+00  0.62749458E+00  0.24691457E+00 -0.59339876E-01  0.39294634E+00
 0.24540001E+01  0.75398331E+00  0.62897505E+00  0.24655738E+00 -0.59743385E-01  0.39476077E+00
 0.24600001E+01  0.75776138E+00  0.63045337E+00  0.24619777E+00 -0.60145859E-01  0.39657699E+00
 0.24660001E+01  0.76154831E+00  0.63192953E+00  0.24583575E+00 -0.60547281E-01  0.39839499E+00
 0.24720001E+01  0.76534409E+00  0.63340350E+00  0.24547132E+00 -0.60947631E-01  0.40021472E+00
 0.24780001E+01  0.76914870E+00  0.63487529E+00  0.24510450E+00 -0.61346890E-01  0.40203617E+00
 0.24840001E+01  0.77296214E+00  0.63634486E+00  0.24473528E+00 -0.61745041E-01  0.40385928E+00
 0.24900001E+01  0.77678440E+00  0.63781222E+00  0.24436368E+00 -0.62142064E-01  0.40568405E+00
 0.24960001E+01  0.78061545E+00  0.63927733E+00  0.24398970E+00 -0.62537942E-01  0.40751043E+00
 0.25020001E+01  0.78445528E+00  0.64074020E+00  0.24361334E+00 -0.62932655E-01  0.40933839E+00
 0.25080001E+01  0.78830389E+00  0.64220080E+00  0.24323463E+00 -0.63326185E-01  0.41116790E+00
 0.25140001E+01  0.79216125E+00  0.64365913E+00  0.24285355E+00 -0.63718514E-01  0.41299894E+00
 0.25200001E+01  0.79602735E+00  0.64511516E+00  0.24247012E+00 -0.64109623E-01  0.41483146E+00
 0.25260001E+01  0.79990219E+00  0.64656888E+00  0.24208436E+00 -0.64499494E-01  0.41666544E+00
 0.25320001E+01  0.80378574E+00  0.64802028E+00  0.24169625E+00 -0.64888108E-01  0.41850084E+00
 0.25380001E+01  0.80767799E+00  0.64946935E+00  0.24130582E+00 -0.65275448E-01  0.42033764E+00
 0.25440001E+01  0.81157893E+00  0.65091606E+00  0.24091306E+00 -0.65661495E-01  0.42217580E+00
 0.25500001E+01  0.81548855E+00  0.65236042E+00  0.24051800E+00 -0.66046230E-01  0.42401530E+00
 0.25560001E+01  0.81940682E+00  0.65380239E+00  0.24012063E+00 -0.66429636E-01  0.42585609E+00
 0.25620001E+01  0.82333374E+00  0.65524198E+00  0.23972096E+00 -0.66811695E-01  0.42769814E+00
 0.25680001E+01  0.82726929E+00  0.65667916E+00  0.23931900E+00 -0.67192387E-01  0.42954144E+00
 0.25740001E+01  0.83121345E+00  0.65811392E+00  0.23891477E+00 -0.67571696E-01  0.43138593E+00
 0.25800001E+01  0.83516622E+00  0.65954625E+00  0.23850826E+00 -0.67949604E-01  0.43323160E+00
 0.25860001E+01  0.83912758E+00  0.66097614E+00  0.23809949E+00 -0.68326091E-01  0.43507840E+00
 0.25920001E+01  0.84309750E+00  0.66240357E+00  0.23768846E+00 -0.68701141E-01  0.43692631E+00
 0.25980001E+01  0.84707599E+00  0.66382852E+00  0.23727519E+00 -0.69074736E-01  0.43877530E+00
 0.26040001E+01  0.85106301E+00  0.66525099E+00  0.23685968E+00 -0.69446857E-01  0.44062532E+00
 0.26100001E+01  0.85505857E+00  0.66667096E+00  0.23644194E+00 -0.69817488E-01  0.44247636E+00
 0.26160001E+01  0.85906263E+00  0.66808841E+00  0.23602198E+00 -0.70186609E-01  0.44432837E+00
 0.26220001E+01  0.86307520E+00  0.66950334E+00  0.23559982E+00 -0.70554205E-01  0.44618133E+00
 0.26280001E+01  0.86709625E+00  0.67091573E+00  0.23517545E+00 -0.70920256E-01  0.44803519E+00
 0.26340001E+01  0.87112576E+00  0.67232557E+00  0.23474888E+00 -0.71284747E-01  0.44988994E+00
 0.26400001E+01  0.87516372E+00  0.67373284E+00  0.23432014E+00 -0.71647658E-01  0.45174553E+00
 0.26460001E+01  0.87921013E+00  0.67513754E+00  0.23388922E+00 -0.72008974E-01  0.45360194E+00
 0.26520001E+01  0.88326495E+00  0.67653964E+00  0.23345614E+00 -0.72368676E-01  0.45545913E+00
 0.26580001E+01  0.88732818E+00  0.67793914E+00  0.23302091E+00 -0.72726747E-01  0.45731707E+00
 0.26640001E+01  0.89139979E+00  0.67933602E+00  0.23258353E+00 -0.73083170E-01  0.45917572E+00
 0.26700001E+01  0.89547979E+00  0.68073027E+00  0.23214402E+00 -0.73437929E-01  0.46103506E+00
 0.26760001E+01  0.89956814E+00  0.68212187E+00  0.23170239E+00 -0.73791005E-01  0.46289504E+00
 0.26820001E+01  0.90366483E+00  0.68351083E+00  0.23125864E+00 -0.74142383E-01  0.46475565E+00
 0.26880001E+01  0.90776984E+00  0.68489711E+00  0.23081279E+00 -0.74492045E-01  0.46661683E+00
 0.26940001E+01  0.91188317E+00  0.68628071E+00  0.23036484E+00 -0.74839974E-01  0.46847857E+00
 0.27000001E+01  0.91600479E+00  0.68766162E+00  0.22991482E+00 -0.75186154E-01  0.47034083E+00
 0.27060001E+01  0.92013469E+00  0.68903982E+00  0.22946272E+00 -0.75530568E-01  0.47220357E+00
 0.27120001E+01  0.92427285E+00  0.69041530E+00  0.22900856E+00 -0.75873200E-01  0.47406677E+00
 0.27180001E+01  0.92841926E+00  0.69178805E+00  0.22855234E+00 -0.76214033E-01  0.47593038E+00
 0.27240001E+01  0.93257389E+00  0.69315806E+00  0.22809409E+00 -0.76553051E-01  0.47779438E+00
 0.27300001E+01  0.93673674E+00  0.69452532E+00  0.22763381E+00 -0.76890237E-01  0.47965873E+00
 0.27360001E+01  0.94090778E+00  0.69588980E+00  0.22717152E+00 -0.77225575E-01  0.48152340E+00
 0.27420001E+01  0.94508700E+00  0.69725151E+00  0.22670721E+00 -0.77559050E-01  0.48338836E+00
 0.27480001E+01  0.94927439E+00  0.69861042E+00  0.22624091E+00 -0.77890645E-01  0.48525358E+00
 0.27540001E+01  0.95346992E+00  0.69996654E+00  0.22577263E+00 -0.78220344E-01  0.48711901E+00
 0.27600001E+01  0.95767357E+00  0.70131983E+00  0.22530237E+00 -0.78548131E-01  0.48898463E+00
 0.27660001E+01  0.96188534E+00  0.70267030E+00  0.22483015E+00 -0.78873991E-01  0.49085040E+00
 0.27720001E+01  0.96610521E+00  0.70401793E+00  0.22435598E+00 -0.79197908E-01  0.49271630E+00
 0.27780001E+01  0.97033315E+00  0.70536271E+00  0.22387988E+00 -0.79519867E-01  0.49458228E+00
 0.27840001E+01  0.97456915E+00  0.70670463E+00  0.22340184E+00 -0.79839852E-01  0.49644832E+00
 0.27900001E+01  0.97881320E+00  0.70804368E+00  0.22292190E+00 -0.80157847E-01  0.49831438E+00
 0.27960001E+01  0.98306527E+00  0.70937983E+00  0.22244005E+00 -0.80473839E-01  0.50018042E+00
 0.28020001E+01  0.98732535E+00  0.71071310E+00  0.22195631E+00 -0.80787810E-01  0.50204642E+00
 0.28080001E+01  0.99159342E+00  0.71204345E+00  0.22147069E+00 -0.81099747E-01  0.50391234E+00
 0.28140001E+01  0.99586947E+00  0.71337089E+00  0.22098321E+00 -0.81409635E-01  0.50577815E+00
 0.28200001E+01  0.10001535E+01  0.71469539E+00  0.22049387E+00 -0.81717459E-01  0.50764382E+00
 0.28260001E+01  0.10044454E+01  0.71601696E+00  0.22000270E+00 -0.82023203E-01  0.50950931E+00
 0.28320001E+01  0.10087453E+01  0.71733557E+00  0.21950969E+00 -0.82326854E-01  0.51137458E+00
 0.28380001E+01  0.10130530E+01  0.71865122E+00  0.21901487E+00 -0.82628398E-01  0.51323961E+00
 0.28440001E+01  0.10173687E+01  0.71996389E+00  0.21851824E+00 -0.82927819E-01  0.51510436E+00
 0.28500001E+01  0.10216922E+01  0.72127358E+00  0.21801983E+00 -0.83225104E-01  0.51696880E+00
 0.28560001E+01  0.10260236E+01  0.72258028E+00  0.21751964E+00 -0.83520238E-01  0.51883290E+00
 0.28620001E+01  0.10303628E+01  0.72388397E+00  0.21701768E+00 -0.83813208E-01  0.52069662E+00
 0.28680001E+01  0.10347098E+01  0.72518464E+00  0.21651397E+00 -0.84103999E-01  0.52255993E+00
 0.28740001E+01  0.10390646E+01  0.72648228E+00  0.21600852E+00 -0.84392598E-01  0.52442279E+00
 0.28800001E+01  0.10434272E+01  0.72777689E+00  0.21550135E+00 -0.84678992E-01  0.52628518E+00
 0.28860001E+01  0.10477975E+01  0.72906845E+00  0.21499246E+00 -0.84963167E-01  0.52814706E+00
 0.28920001E+01  0.10521756E+01  0.73035695E+00  0.21448188E+00 -0.85245109E-01  0.53000839E+00
 0.28980001E+01  0.10565614E+01  0.73164238E+00  0.21396961E+00 -0.85524806E-01  0.53186915E+00
 0.29040001E+01  0.10609549E+01  0.73292473E+00  0.21345567E+00 -0.85802243E-01  0.53372930E+00
 0.29100001E+01  0.10653561E+01  0.73420400E+00  0.21294007E+00 -0.86077409E-01  0.53558881E+00
 0.29160001E+01  0.10697650E+01  0.73548017E+00  0.21242283E+00 -0.86350291E-01  0.53744764E+00
 0.29220001E+01  0.10741815E+01  0.73675323E+00  0.21190395E+00 -0.86620875E-01  0.53930577E+00
 0.29280001E+01  0.10786056E+01  0.73802317E+00  0.21138346E+00 -0.86889149E-01  0.54116315E+00
 0.29340001E+01  0.10830374E+01  0.73928998E+00  0.21086137E+00 -0.87155101E-01  0.54301976E+00
 0.29400001E+01  0.10874767E+01  0.74055366E+00  0.21033769E+00 -0.87418719E-01  0.54487556E+00
 0.29460001E+01  0.10919236E+01  0.74181419E+00  0.20981243E+00 -0.87679990E-01  0.54673053E+00
 0.29520001E+01  0.10963781E+01  0.74307156E+00  0.20928561E+00 -0.87938903E-01  0.54858462E+00
 0.29580001E+01  0.11008401E+01  0.74432577E+00  0.20875724E+00 -0.88195445E-01  0.55043781E+00
 0.29640001E+01  0.11053096E+01  0.74557680E+00  0.20822735E+00 -0.88449604E-01  0.55229006E+00
 0.29700001E+01  0.11097867E+01  0.74682465E+00  0.20769593E+00 -0.88701370E-01  0.55414133E+00
 0.29760001E+01  0.11142712E+01  0.74806931E+00  0.20716301E+00 -0.88950731E-01  0.55599161E+00
 0.29820001E+01  0.11187631E+01  0.74931077E+00  0.20662860E+00 -0.89197675E-01  0.55784085E+00
 0.29880001E+01  0.11232625E+01  0.75054901E+00  0.20609272E+00 -0.89442191E-01  0.55968902E+00
 0.29940001E+01  0.11277693E+01  0.75178404E+00  0.20555537E+00 -0.89684269E-01  0.56153610E+00
 0.30000001E+01  0.11322835E+01  0.75301584E+00  0.20501658E+00 -0.89923898E-01  0.56338204E+00
